,actor_name,actor_facebook_likes,actor_oscar_nom
1931,Tony Doupe,361.0,
1932,Greg Ayres,58.0,
1933,Bill Farmer,93.0,
1934,Catriona MacColl,48.0,
1935,Brendon Small,59.0,
1936,Treat Williams,642.0,
1937,Dov Tiefenbach,108.0,
1938,R. Brandon Johnson,169.0,
1941,Walter Koenig,643.0,
1942,Anita Page,77.0,
1943,America Olivo,470.0,
1944,Amos Oz,3.0,
1945,Mark Zupan,15.0,
1946,Michael Dudikoff,615.0,
1947,Carol Block,0.0,
1948,Tom E. Nicholson,196.0,
1951,Angeliki Papoulia,47.0,
1953,Kimberly J. Brown,409.0,
1954,Simon Abkarian,75.0,
1955,Kevin Howarth,19.0,
1956,Daniel London,52.0,
1957,John Robinson,375.0,
1958,Embeth Davidtz,795.0,
1959,Jean-Paul Belmondo,710.0,
1960,Vera Ngassa,2.0,
1961,Robert John Burke,318.0,
1962,Don Wallace,54.0,
1963,Lalaine,502.0,
1964,Trish Basinger,644.0,
1965,Tatyana Ali,685.0,
1966,Michael Des Barres,156.0,
1967,Rumi Missabu,19.0,
1968,Dreama Walker,601.0,
1969,Aunjanue Ellis,400.0,
1970,Hector Echavarria,466.0,
1971,Parry Shen,94.0,
1972,Nicole Ari Parker,360.0,
1973,Purva Bedi,250.0,
1974,Keri Maletto,569.0,
1975,Charis Michelsen,5.0,
1976,Amir Talai,308.0,
1977,Marshal Hilton,471.0,
1978,Ally Sheedy,793.0,
1979,Samantha Futerman,100.0,
1980,Nolan Gerard Funk,924.0,
1981,Judy Marte,68.0,
1982,Michael Abbott Jr.,35.0,
1983,James Urbaniak,119.0,
1984,Dustin Fitzsimons,349.0,
1985,Eme Ikwuakor,135.0,
1986,Florence Henderson,337.0,
1987,Victoria Jackson,338.0,
1988,Sam Adams,0.0,
1989,Noah Segan,236.0,
1990,Joshua Ray Bell,288.0,
1991,John Gilbert,81.0,
1992,Matthew Emerick,431.0,
1993,Mark Fantasia,814.0,
1994,Brendan Doogie Milewski,2.0,
1995,Dan Futterman,254.0,
1996,Christina Hart,12.0,
1997,Kenneth Tobey,57.0,
1998,Hugh Keays-Byrne,728.0,
1999,Mae West,418.0,
2000,The Dalai Lama,66.0,
2001,Michael Joiner,77000.0,
2002,Devid Striesow,24.0,
2003,William Joseph Elk III,96.0,
2004,Matisyahu,178.0,
2005,Marri Savinar,471.0,
2006,Melanie Papalia,259.0,
2007,Susan Chambers,138.0,
2008,Marina Vlady,27.0,
2009,Hanne Aagesen,0.0,
2010,William Katt,505.0,
2011,Darryl Hunt,2.0,
2012,John Newton,236.0,
2013,Elaine Bromka,178.0,
2014,Paul Hickert,110.0,
2015,Bahare Seddiqi,36.0,
2016,S. Epatha Merkerson,539.0,
2017,Abigail Evans,0.0,
2018,Iulia Ciochina,0.0,
2019,Robin Lord Taylor,574.0,
2020,Charla Cochran,270.0,
2021,Bebe Neuwirth,376.0,
2022,Glen Hansard,200.0,
2023,Marilyn Rising,142.0,
2024,Temple Grandin,58.0,
2025,Alan Brent,498.0,
2026,Joel Moody,52.0,
2027,Peter Robbins,39.0,
2028,Naderev Sano,0.0,
2029,Lisa Ann,502.0,
2030,Ariel Hsing,0.0,
2031,J.D. Williams,196.0,
2032,Christopher Denham,120.0,
2033,Mark Duplass,830.0,
2034,Diane Sorrentino,17.0,
2035,Philippe Leroy,12.0,
2036,Jason Stuart,990.0,
2037,Richard Moll,206.0,
2038,Pfeifer Brown,220.0,
2039,Hal Landon Jr.,195.0,
2040,Stephen Carr,2.0,
2041,Robert Townsend,467.0,
2042,Leon Isaac Kennedy,116.0,
2043,Fay Masterson,126.0,
2044,Kevin P. Farley,143.0,
2045,Jonathan Blow,0.0,
2046,Sheldon Leonard,142.0,
2047,Claire Gordon-Harper,416.0,
2048,Jon Brion,45.0,
2049,Jack McGee,238.0,
2050,Michelle Simone Miller,118.0,
2051,Chemeeka Walker,0.0,
2052,Virginia Leith,24.0,
2053,Ty Parker,267.0,
2054,Justin Gordon,35.0,
2055,Shari Albert,138.0,
2056,Paul Daniel Ayotte,111.0,
2058,Dan Novy,19.0,
2059,Chris 'Wonder' Schoeck,0.0,
2060,Taliesin Jaffe,26.0,
2061,Jan Haley,695.0,
2062,Paul Schneider,552.0,
2063,Derick Martini,20000.0,
2064,Elissa Dowling,307.0,
2065,Ringo Starr,725.0,
2066,Julianne Gabert,252.0,
2067,Joseph Campanella,32.0,
2068,Andrew Bujalski,26.0,
2069,Nichole Ceballos,5.0,
2070,Don Brooks,0.0,
2071,Stacy Edwards,136.0,
2072,Franky G,93.0,
2073,Tommy Pallotta,5.0,
2074,Tjasa Ferme,313.0,
2075,Kristen Seavey,370.0,
2076,Shannen Fields,51.0,
2077,Ashley Tramonte,630.0,
2078,Robbie Barnes,720.0,
2079,Paul Ogola,147.0,
2080,Zoe Lister-Jones,331.0,
2081,Sean Whalen,407.0,
2082,Divine,462.0,
2083,Maggie Cheung,576.0,
2084,Fereshteh Sadre Orafaiy,5.0,
2085,Patrick O'Donnell,10.0,
2086,Kôji Yakusho,89.0,
2087,Tatiana Suarez-Pico,21.0,
2088,Julianna Pitt,785.0,
2089,Shane Carruth,291.0,
2090,Ian Gamazon,0.0,
2091,Carlos Gallardo,121.0,
2092,Richard Jewell,45.0,
2093,Kerry Bishé,296.0,
2094,Natalie Zea,841.0,
2095,Eva Boehnke,0.0,
2096,John August,86.0,
2097,Rory Kinnear,393.0,
2098,Rob Walker,12.0,
2099,Pierfrancesco Favino,216.0,
2100,Adam Brown,972.0,
2101,Helen McCrory,563.0,
2102,Kevin Dunn,581.0,
2103,Temuera Morrison,368.0,
2104,Ewen Bremner,557.0,
2105,Elizabeth Debicki,509.0,
2106,Lester Speight,829.0,
2107,Jack McGraw,150.0,
2108,Melissa Roxburgh,119.0,
2109,Dana Ivey,268.0,
2110,Liam James,468.0,
2111,Kiran Shah,190.0,
2112,Robin Atkin Downes,336.0,
2113,Lara Pulver,854.0,
2114,Rick Aviles,60.0,
2115,Mindy Kaling,767.0,
2116,Alice Englert,525.0,
2117,Kathy Griffin,225.0,
2118,Chris Bauer,638.0,
2119,Daniel Henney,719.0,
2120,Eddie Deezen,726.0,
2121,M.C. Gainey,284.0,
2122,Shin'ya Tsukamoto,106.0,
2123,Omar Benson Miller,418.0,
2124,Emilia Clarke,10000.0,
2125,Shane Rangi,82.0,
2126,Collin Chou,269.0,
2127,Maurice LaMarche,523.0,
2128,Daniel Bernhardt,198.0,
2129,Piper Mackenzie Harris,607.0,
2130,Noah Ringer,756.0,
2131,Jake Weber,551.0,
2132,Zach Callison,1000.0,
2133,Kate McKinnon,370.0,
2134,Kamil McFadden,315.0,
2135,Elodie Yung,934.0,
2136,Regi Davis,300.0,
2137,Maria Grazia Cucinotta,536.0,
2138,Lee Ingleby,172.0,
2139,Philip Michael Thomas,321.0,
2140,Penelope Wilton,400.0,
2141,Annet Mahendru,411.0,
2142,Matt Jones,523.0,
2143,Henry Rollins,898.0,
2144,Constance Marie,442.0,
2145,Andre Braugher,702.0,
2146,Mackenzie Crook,871.0,
2147,Bryan Brown,284.0,
2148,D.B. Sweeney,558.0,
2149,Fiona Shaw,687.0,
2150,Seth Gabel,574.0,
2151,Rachel Crow,237.0,
2153,Rachel Ticotin,308.0,
2154,Vladimir Kulich,372.0,
2155,T.J. Thyne,722.0,
2156,Rafe Spall,358.0,
2157,Matt Long,701.0,
2158,Riz Ahmed,365.0,
2159,Alexa Davalos,850.0,
2160,Kick Gurry,107.0,
2161,Domenick Lombardozzi,216.0,
2162,Tao Okamoto,992.0,
2163,Santiago Segura,276.0,
2164,Roger Willie,836.0,
2165,Danny Woodburn,809.0,
2166,Basher Savage,23.0,
2167,Grant Heslov,293.0,
2168,Reg E. Cathey,360.0,
2169,Catherine Tate,392.0,
2170,Dirk Benedict,554.0,
2171,Tim Gunn,113.0,
2172,Roseanne Barr,513.0,
2173,Torey Michael Adkins,929.0,
2174,Moises Arias,635.0,
2175,Jonathan Sadowski,300.0,
2176,Jenifer Lewis,578.0,
2177,Jenette Goldstein,604.0,
2178,Ramon Rodriguez,464.0,
2179,Wendie Malick,452.0,
2180,Ryan Corr,468.0,
2181,Emma Kenney,151.0,
2182,Rene Auberjonois,710.0,
2183,Patrick Muldoon,475.0,
2184,Richard Roxburgh,653.0,
2185,Traylor Howard,294.0,
2186,Benjamin Walker,911.0,
2188,Sean Huze,537.0,
2189,Venus Schultheis,42.0,
2191,Ni Ni,196.0,
2192,Thomas Middleditch,331.0,
2193,Derek Jacobi,520.0,
2194,AJ Michalka,560.0,
2195,Billy Boyd,857.0,
2196,Tod Fennell,419.0,
2197,John Lone,165.0,
2198,Bobb'e J. Thompson,526.0,
2199,Maile Flanagan,256.0,
2200,Jim Varney,802.0,
2201,Joshua Mikel,1000.0,
2202,Rachael Harris,569.0,
2203,George Harris,249.0,
2204,Michael Byrne,117.0,
2205,Anne Heche,643.0,
2206,Christian Camargo,602.0,
2207,Paul Sanchez,410.0,
2208,Teala Dunn,142.0,
2209,Scott Thompson,183.0,
2211,Gabriel Thomson,35.0,
2212,Tom Noonan,442.0,
2213,Zachery Ty Bryan,227.0,
2214,Rick Worthy,174.0,
2215,Ben Vereen,388.0,
2216,Tchéky Karyo,345.0,
2217,Jason Cope,107.0,
2218,Iván Kamarás,169.0,
2219,Mason Lee,670.0,
2220,Jason Scott Lee,533.0,
2221,Steve Reevis,437.0,
2222,Joseph Sikora,223.0,
2223,Drew Carey,311.0,
2224,Royce Johnson,4.0,
2225,Jodi Benson,570.0,
2226,Henry Czerny,177.0,
2227,Alex McArthur,137.0,
2228,Tom Cavanagh,642.0,
2229,Penn Jillette,243.0,
2230,Alan Young,639.0,
2231,Mika Boorem,496.0,
2232,Nick Chinlund,277.0,
2233,Roxane Duran,21.0,
2234,Jon Foster,274.0,
2235,Tiya Sircar,396.0,
2236,Jenna Elfman,739.0,
2237,Elio Germano,48.0,
2238,Brian Anthony Wilson,674.0,
2239,Val Kilmer,0.0,
2240,Catherine McCormack,307.0,
2241,Currie Graham,172.0,
2242,David Hoffman,94.0,
2243,Khamani Griffin,161.0,
2244,Veronica Cartwright,422.0,
2245,Eric Stonestreet,904.0,
2246,Max Ryan,872.0,
2247,Richard Schiff,506.0,
2248,Ray Romano,590.0,
2249,Peter Dante,427.0,
2250,Elijah Kelley,339.0,
2251,Alan Ford,422.0,
2252,Chi McBride,466.0,
2253,Matt Ryan,560.0,
2254,Kevin Dillon,576.0,
2255,Martin Scorsese,17000.0,
2256,Brent Sexton,130.0,
2257,Brían F. O'Byrne,450.0,
2258,Ben Cross,303.0,
2259,Geoffrey Palmer,103.0,
2260,Kiernan Shipka,552.0,
2261,Bridget Fonda,889.0,
2262,James Pickens Jr.,270.0,
2263,RZA,561.0,
2264,Patrick McGoohan,466.0,
2265,Brian Geraghty,383.0,
2266,Yeardley Smith,440.0,
2267,Jean-Claude Dreyfus,17.0,
2268,Eve,223.0,
2269,Katia Winter,372.0,
2270,Freddy Rodríguez,579.0,
2271,Bridgit Mendler,1000.0,
2272,Jonathan Frakes,906.0,
2273,Jim Parrack,697.0,
2274,Peter Gerety,277.0,
2275,Todd Graff,650.0,
2276,David Kelly,588.0,
2277,Brooke Smith,405.0,
2278,Ben Daniels,585.0,
2279,Phill Lewis,229.0,
2280,Shane Hartline,217.0,
2281,Sandrine Holt,324.0,
2282,Brandy Norwood,509.0,
2283,Archie Kao,326.0,
2284,Robert Blake,220.0,
2285,Ashraf Barhom,451.0,
2286,Larry Joe Campbell,919.0,
2287,Abraham Benrubi,562.0,
2288,Simon McBurney,149.0,
2289,Kaitlyn Dever,363.0,
2290,Nonso Anozie,394.0,
2291,Marcus Chong,145.0,
2292,Jean Stapleton,793.0,
2293,Tony Amendola,174.0,
2294,Jack O'Connell,698.0,
2295,Courtney B. Vance,495.0,
2296,Samantha Mathis,517.0,
2297,Jennifer Grey,1000.0,
2298,Adrian Lester,317.0,
2299,Craig Bierko,380.0,
2300,Barney Clark,85.0,
2301,Martin Henderson,580.0,
2302,David Calder,27.0,
2303,Josh Zuckerman,522.0,
2304,Dean Jones,913.0,
2305,Peng Lin,18.0,
2306,Elizabeth Perkins,664.0,
2307,Jeffrey DeMunn,745.0,
2308,Tichina Arnold,330.0,
2309,Josh Hamilton,147.0,
2310,Aria Noelle Curzon,263.0,
2311,Patrick Fischler,497.0,
2312,Kristin Davis,722.0,
2313,Mekia Cox,208.0,
2314,Dawn French,229.0,
2315,Harvey Korman,628.0,
2316,Rupert Evans,334.0,
2317,Kodi Smit-McPhee,884.0,
2318,Brenda Bakke,520.0,
2320,Brandon Molale,301.0,
2321,Ray Walston,417.0,
2322,David Rasche,219.0,
2323,Paul Adelstein,399.0,
2324,Penelope Ann Miller,344.0,
2326,Nona Gaye,233.0,
2327,Alan Dale,441.0,
2328,Adriano Giannini,102.0,
2329,Susanna Thompson,265.0,
2330,Wilson Cruz,290.0,
2331,Mike O'Malley,400.0,
2332,Camryn Manheim,329.0,
2333,Mike Dopud,368.0,
2334,Aaron Kwok,107.0,
2335,Clayne Crawford,298.0,
2336,Morgan Fairchild,730.0,
2337,Dylan Minnette,1000.0,
2338,Soleil Moon Frye,558.0,
2339,Malcolm Goodwin,117.0,
2340,Irene Papas,243.0,
2341,Siobhan Fallon Hogan,294.0,
2342,Beth Riesgraf,718.0,
2343,Thomas Ian Nicholas,864.0,
2344,Chris Mulkey,535.0,
2345,Fred Rogers,419.0,
2346,Michael Irby,507.0,
2347,Adam Alexi-Malle,860.0,
2348,Don S. Davis,440.0,
2349,Michael Parks,387.0,
2350,Jason Connery,110.0,
2351,Ophelia Lovibond,549.0,
2352,Holt McCallany,273.0,
2353,Jimmy Nail,40.0,
2354,Nicholas Braun,591.0,
2355,Jenna Boyd,518.0,
2356,Terence Bernie Hines,390.0,
2357,Bruce Boxleitner,640.0,
2358,Philip Winchester,579.0,
2359,André Dussollier,52.0,
2361,Billy Gardell,245.0,
2362,Lenny Venito,62.0,
2363,Jessica Simpson,534.0,
2364,Miranda Otto,568.0,
2365,Gerry Becker,27.0,
2366,Amber Rose Revah,135.0,
2367,Jorge Garcia,1000.0,
2368,Chris Miller,50.0,
2369,Ben Mendelsohn,748.0,
2370,Mark Christopher Lawrence,258.0,
2371,Billy Brown,536.0,
2372,Anna-Louise Plowman,131.0,
2373,Gemma Jones,171.0,
2374,Derek Mears,520.0,
2375,Erik Per Sullivan,593.0,
2376,Emily Wickersham,348.0,
2377,Amr Waked,903.0,
2378,James Badge Dale,726.0,
2379,Michael Cudlitz,822.0,
2380,Alycia Debnam-Carey,298.0,
2381,Jon Tenney,289.0,
2382,Virginie Ledoyen,414.0,
2383,Ben Miles,119.0,
2384,Bruce Alexander,7.0,
2385,Rumer Willis,472.0,
2386,Chris Penn,455.0,
2387,Stephen Walters,184.0,
2388,Tim Matheson,559.0,
2389,Chandler Canterbury,329.0,
2390,Harry Connick Jr.,631.0,
2391,Valeria Golino,898.0,
2392,Brittany Curran,512.0,
2393,Donald Watkins,552.0,
2394,David Bailie,40.0,
2395,Lara Flynn Boyle,619.0,
2396,Zoey Deutch,852.0,
2397,Linda Fiorentino,602.0,
2398,Robin Shou,342.0,
2399,Graham McTavish,531.0,
2400,Gilbert Gottfried,560.0,
2401,Guro Nagelhus Schia,35.0,
2402,Dwight Yoakam,324.0,
2403,Fares Fares,254.0,
2404,Douglas Haase,629.0,
2405,Frances O'Connor,575.0,
2406,Gulshan Grover,102.0,
2407,Anatoliy Solonitsyn,29.0,
2408,Bronagh Gallagher,115.0,
2409,Billy Blair,541.0,
2410,Swoosie Kurtz,418.0,
2412,Pamela Anderson,780.0,
2413,Wendy Raquel Robinson,337.0,
2414,Anthony LaPaglia,577.0,
2415,Polly Walker,530.0,
2416,Enrico Colantoni,724.0,
2417,Eric Jacobson,91.0,
2418,Traci Lords,650.0,
2419,Rick Gonzalez,807.0,
2420,Matt Malloy,108.0,
2421,Tyra Banks,625.0,
2422,Tom Bosley,584.0,
2423,Nick Zano,641.0,
2424,Vincent Kartheiser,845.0,
2425,Shea Whigham,463.0,
2426,Valerie Cruz,216.0,
2427,Natalie Imbruglia,304.0,
2428,T.V. Carpio,117.0,
2429,Bob Gunton,461.0,
2430,Carter Jenkins,701.0,
2431,Adrien Dorval,44.0,
2432,Charlie Yeung,68.0,
2433,Giovanna Mezzogiorno,202.0,
2434,Clotilde Hesme,116.0,
2435,Tim McInnerny,141.0,
2436,Julia Nickson,738.0,
2437,Dickie Jones,48.0,
2438,Rob Brown,370.0,
2439,Lillian Adams,28.0,
2440,Charlie Tahan,268.0,
2441,Clarke Peters,437.0,
2442,Masi Oka,923.0,
2443,William Xifaras,815.0,
2444,Reggie Lee,828.0,
2445,Elton John,442.0,
2446,Jeremy Crutchley,43.0,
2447,Randall Park,392.0,
2448,Youssef Hajdi,152.0,
2449,Lee Evans,312.0,
2450,Mandy Gonzalez,81.0,
2451,William Zabka,641.0,
2452,Annabeth Gish,489.0,
2453,Jeffrey Weissman,869.0,
2454,Scott Elrod,449.0,
2455,Lori Petty,923.0,
2456,Sabrina Revelle,50.0,
2457,Roger Jackson,157.0,
2458,Nadine Velazquez,874.0,
2459,Terry Kinney,363.0,
2460,Powers Boothe,472.0,
2461,Jay O. Sanders,256.0,
2462,Mario Lopez,719.0,
2463,Nick Cannon,593.0,
2464,Margarita Levieva,980.0,
2465,Paul Scheer,190.0,
2466,Dalia Hernández,78.0,
2468,Deneen Tyler,351.0,
2469,Beau Garrett,689.0,
2470,Steve Schirripa,413.0,
2471,José Wilker,47.0,
2472,John Larroquette,450.0,
2473,Nelson Ascencio,61.0,
2474,Tom Virtue,358.0,
2475,Aimee Teegarden,741.0,
2476,Celia Weston,258.0,
2477,Jacqueline MacInnes Wood,682.0,
2478,KaDee Strickland,299.0,
2479,Melissa Altro,21.0,
2480,Shaun Weiss,613.0,
2481,Peter Boyle,595.0,
2482,Thomas Horn,467.0,
2483,Patti D'Arbanville,117.0,
2484,David Fine,1000.0,
2485,Jimmy Smits,941.0,
2486,Valerie Perri,322.0,
2487,Justin Chambers,931.0,
2488,Andrea Frankle,253.0,
2489,Callum Blue,738.0,
2490,Jaleel White,908.0,
2491,Elizabeth Berkley,893.0,
2492,Bob Saget,799.0,
2493,Matt Ross,248.0,
2494,Benedict Wong,372.0,
2495,Lou Saliba,46.0,
2497,Aaron Yoo,617.0,
2498,Zan Marolt,3.0,
2499,Kuno Becker,580.0,
2500,Anushka Shetty,133.0,
2501,Brooklynn Proulx,142.0,
2502,Sean Maher,505.0,
2504,Phil Hartman,516.0,
2505,Hye-kyo Song,290.0,
2506,Bianca Collins,47.0,
2508,Ken Marino,543.0,
2509,Dagmara Dominczyk,316.0,
2510,Richard Masur,163.0,
2511,Claudia Stedelin,12.0,
2512,Jeffrey W. Jenkins,18.0,
2513,Ryan Cartwright,476.0,
2514,Maggie Siff,1000.0,
2515,Phylicia Rashad,597.0,
2516,Anthony Simcoe,82.0,
2517,Neil Flynn,625.0,
2518,Tracy Morgan,642.0,
2519,Michael Roark,680.0,
2520,Fedor Bondarchuk,35.0,
2522,Taylor Blackwell,641.0,
2523,Reeve Carney,602.0,
2524,Colin O'Donoghue,3000.0,
2525,Kenan Thompson,521.0,
2526,Lynn Hung,79.0,
2527,Lindsay Sloane,464.0,
2528,Nichelle Nichols,664.0,
2530,Nicole Sullivan,358.0,
2531,Matt McCoy,398.0,
2532,Marg Helgenberger,759.0,
2533,Anne Parillaud,130.0,
2534,Kevin Connolly,638.0,
2535,Riley Smith,762.0,
2536,Ike Barinholtz,329.0,
2537,Maude Apatow,130.0,
2538,Victor Webster,940.0,
2539,Jaymes Butler,2000.0,
2540,Zelda Rubinstein,770.0,
2541,Vic Morrow,257.0,
2542,Raul Julia,1000.0,
2543,Hiam Abbass,224.0,
2544,Paris Hilton,716.0,
2545,Cameron Boyce,915.0,
2546,Jesse Tyler Ferguson,648.0,
2547,Chad Lindberg,445.0,
2548,J.T. Walsh,263.0,
2549,Benjamin J. Cain Jr.,73.0,
2550,Portia de Rossi,573.0,
2551,Richard T. Jones,328.0,
2552,Lucy Gordon,61.0,
2553,Cariba Heine,351.0,
2554,Dann Florek,367.0,
2555,Nat Faxon,214.0,
2556,Tye Sheridan,1000.0,
2557,Lela Rochon,316.0,
2558,Martin Donovan,206.0,
2559,Soleyman Pierini,22.0,
2560,Lee Arenberg,457.0,
2561,Jesse Borrego,674.0,
2562,Gregg Henry,298.0,
2563,Jeffrey Dover,2.0,
2564,Hanaa Bouchaib,9.0,
2565,Aml Ameen,149.0,
2566,June Diane Raphael,249.0,
2567,Kevin J. O'Connor,248.0,
2568,Yûki Amami,3.0,
2569,Melissa Benoist,970.0,
2571,Fana Mokoena,98.0,
2572,Brianne Brozey,15.0,
2573,Veronika Vernadskaya,150.0,
2574,Stephen Boss,594.0,
2575,David Kross,388.0,
2576,Cas Anvar,491.0,
2577,Danny Nucci,242.0,
2578,Kyle Schmid,917.0,
2579,Pat Hingle,165.0,
2580,Mike Doyle,160.0,
2581,Marc Anthony,368.0,
2582,Nancy Travis,359.0,
2583,Rollo Weeks,239.0,
2585,Lois Chiles,202.0,
2586,Peter Jason,151.0,
2587,Chita Rivera,151.0,
2588,Lucas Bryant,359.0,
2589,Jed Brophy,433.0,
2590,Bill Fagerbakke,542.0,
2591,Spencer Treat Clark,541.0,
2592,Bern Cohen,805.0,
2593,Casey Kasem,844.0,
2595,Vincent Leclerc,18.0,
2596,Christine Cavanaugh,368.0,
2597,Scott Adsit,316.0,
2598,Audrey Fleurot,204.0,
2599,Fred Ward,459.0,
2600,Alison Doody,439.0,
2601,Geraldine McEwan,269.0,
2602,Alfie Allen,1000.0,
2603,Marcia DeBonis,60.0,
2604,Ken Takakura,255.0,
2605,Bernardo Saracino,221.0,
2606,Christian Stolte,189.0,
2607,Mark Rendall,72.0,
2608,Vicky Krieps,33.0,
2609,Alan Oppenheimer,271.0,
2610,David Costabile,681.0,
2611,Robert Lopez,73.0,
2612,Mimi Rogers,291.0,
2613,Kirk Baltz,199.0,
2614,Josh Hopkins,491.0,
2616,Drea de Matteo,739.0,
2617,Stephen Baldwin,561.0,
2618,Lobo Sebastian,206.0,
2619,Christopher Cousins,93.0,
2620,Reid Ewing,343.0,
2621,David Suchet,586.0,
2622,Texas Battle,315.0,
2623,James Burnett,236.0,
2624,Stark Sands,143.0,
2625,Phil LaMarr,857.0,
2626,Atom Egoyan,460.0,
2627,Richard Roundtree,240.0,
2628,Saïd Taghmaoui,378.0,
2629,Bill Paterson,142.0,
2630,Toby Leonard Moore,181.0,
2631,Holly Valance,816.0,
2632,Patrick Lyster,11.0,
2633,Dallas Roberts,405.0,
2634,Kirk Acevedo,641.0,
2635,Milos Forman,869.0,
2636,Bradley Pierce,409.0,
2637,David Julian Hirsh,147.0,
2638,Jason Lewis,948.0,
2639,Neil Brown Jr.,427.0,
2640,Amrish Puri,429.0,
2641,Cree Summer,503.0,
2642,Nina Arianda,183.0,
2643,Kevin Chamberlin,489.0,
2644,Yû Aoi,59.0,
2645,Rebecca De Mornay,872.0,
2646,David Sparrow,9.0,
2647,Noah Lomax,447.0,
2648,Omri Katz,336.0,
2649,Deborah Twiss,488.0,
2650,Dilshad Vadsaria,579.0,
2651,Danny Masterson,1000.0,
2653,Richard Sammel,194.0,
2654,Oleg Taktarov,327.0,
2655,Bob Clendenin,347.0,
2656,Philippe Labro,3.0,
2657,Mary McCormack,428.0,
2658,Bella Heathcote,860.0,
2659,Tulku Jamyang Kunga Tenzin,2.0,
2660,Katherine Parkinson,261.0,
2661,Elena Anaya,1000.0,
2662,Robert Maillet,727.0,
2663,Kabir Bedi,303.0,
2664,Sofia Vassilieva,489.0,
2666,Andrew Simpson,99.0,
2667,Aretha Franklin,809.0,
2668,Jeremy Jordan,773.0,
2669,Christopher Webster,5.0,
2670,Barret Oliver,312.0,
2672,Jean Marsh,146.0,
2673,Junix Inocian,132.0,
2674,Amy Carson,4.0,
2675,Adhir Kalyan,402.0,
2676,Julie Gonzalo,528.0,
2677,Martin Clunes,264.0,
2678,Boyd Holbrook,439.0,
2679,Kaitlin Olson,547.0,
2680,Dirk Bogarde,232.0,
2681,Carl Gilliard,285.0,
2682,Michael Landes,439.0,
2683,Kate Walsh,850.0,
2684,Larry Hankin,412.0,
2685,Todd Allen,130.0,
2686,Gregory Itzin,216.0,
2687,Kirstie Alley,980.0,
2688,Chelsea Field,95.0,
2689,Maia Morgenstern,252.0,
2690,Igor Jijikine,65.0,
2691,Ava Acres,213.0,
2693,Gedde Watanabe,448.0,
2694,Patrick Troughton,139.0,
2695,Gina Holden,346.0,
2696,Riley Thomas Stewart,220.0,
2697,David O'Hara,736.0,
2698,Paul F. Tompkins,111.0,
2699,Flea,535.0,
2700,Katharine McPhee,852.0,
2701,Keshia Knight Pulliam,619.0,
2702,Jonathan Breck,270.0,
2703,Tom Arnold,618.0,
2704,Alexandra Breckenridge,1000.0,
2705,Emma de Caunes,132.0,
2706,Salli Richardson-Whitfield,543.0,
2707,Aaron Staton,702.0,
2709,Park Bench,81.0,
2710,Richard Anderson,377.0,
2711,Richard Briers,401.0,
2712,J.B. Smoove,555.0,
2713,Cjon Saulsberry,571.0,
2714,Trevor Blumas,89.0,
2715,Tyrone Giordano,172.0,
2716,Taron Egerton,732.0,
2717,John Sparkes,7.0,
2718,Nia Peeples,444.0,
2719,Matthew Knight,464.0,
2720,Gillian Jacobs,837.0,
2721,Jonathan Tucker,664.0,
2722,Emily Meade,374.0,
2723,Timothy Bottoms,155.0,
2724,Zach Grenier,246.0,
2725,Megan Mullally,637.0,
2726,Paul Anderson,154.0,
2727,Jorma Taccone,434.0,
2728,Devon Murray,219.0,
2729,Steve Railsback,246.0,
2730,Kate Burton,223.0,
2731,Malonn Lévana,20.0,
2732,Tom Amandes,151.0,
2733,Madison Davenport,459.0,
2734,Jane Krakowski,624.0,
2735,Laz Alonso,826.0,
2736,Christopher Evan Welch,252.0,
2737,Sam McMurray,132.0,
2738,Donovan Scott,54.0,
2739,Joe Pingue,30.0,
2740,Erica Linz,31.0,
2741,Aidan McArdle,266.0,
2742,Sean Buchanan,234.0,
2743,Jenny McCarthy,749.0,
2744,André Wilms,9.0,
2745,Evgeniy Mironov,15.0,
2747,Mario Van Peebles,535.0,
2748,Jeff Anderson,216.0,
2750,Ellen Albertini Dow,957.0,
2751,Robert Wagner,481.0,
2752,Kelly Brook,859.0,
2753,Kenneth Williams,83.0,
2754,Kenny Baker,504.0,
2755,Priscilla Presley,348.0,
2756,Ellen Barkin,551.0,
2757,Brian Johnson,128.0,
2758,Jessica Bowman,81.0,
2759,Keeley Hawes,228.0,
2760,Dan Hedaya,281.0,
2761,Dash Mihok,463.0,
2762,Ian Hart,261.0,
2763,Benoît Poelvoorde,86.0,
2764,Roger Lloyd Pack,539.0,
2765,Kim Thomson,25.0,
2766,Dick Van Patten,605.0,
2767,Michael Papajohn,241.0,
2768,Charlotte Le Bon,201.0,
2769,Jeremy Northam,327.0,
2770,Bobby Moynihan,311.0,
2771,Pawel Szajda,104.0,
2772,Neil Diamond,226.0,
2773,Paulo Costanzo,486.0,
2774,Noémie Lenoir,173.0,
2775,Ben Crompton,257.0,
2776,Joe Spinell,85.0,
2777,Ludivine Sagnier,521.0,
2778,Diego Ramos,10.0,
2779,Warren Clarke,281.0,
2780,John Aylward,219.0,
2781,Rachel Blanchard,490.0,
2782,Cherry Jones,242.0,
2783,Steve-O,362.0,
2784,Murray Hamilton,366.0,
2785,Nick Krause,727.0,
2786,Zane Holtz,265.0,
2787,Bobby Coleman,360.0,
2788,Fernando Rey,165.0,
2789,Phil Collins,455.0,
2790,Skye McCole Bartusiak,392.0,
2791,John Fiedler,253.0,
